report_id,bug_id,bug_category,severity,recurrent,bug_create_time,bug_page,title,description,img_url,test_case_name,test_case_front,test_case_behind,test_case_description
5f8291854cedfd000e58859c,5f82a27c4cedfd000e588a86,功能不完整,4,必现,2020/10/11 6:13,EXCEL-其他-其他,Excel编辑页面右上角分享页面中公开链接共享功能无法实现共享,"1，用户在编辑页面输入任意内容，例如输入“1111”
2，保存内容
3，点击右上角“分享”按钮
4，打开公开链接共享
5，复制公开链接的网址
6，点击完成
7，浏览器新建窗口，输入刚刚复制的网址链接
8，点击共享的文件
9，共享的文件是空白文件，无法显示用户之前编辑的内容","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396777234/1602396777234_9-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396782516/1602396782516_9-2.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396787980/1602396787980_9-3.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396792646/1602396792646_9-4.png",测试Excel编辑页右上角分享功能是否正常,"1，用户进入Excel编辑页面
","1，用户在编辑页面输入任意内容，例如输入“1111”
2，保存内容
3，点击右上角“分享”按钮
4，打开公开链接共享
5，复制公开链接的网址
6，点击完成
7，浏览器新建窗口，输入刚刚复制的网址链接
8，点击共享的文件",共享的文件能正常显示之前编辑的内容
5f8291854cedfd000e58859c,5f82a30a4cedfd000e588ab2,其他,4,必现,2020/10/11 6:15,PowerPoint-其他-其他,PowerPoint编辑页面右上角分享页面中公开链接共享功能无法实现共享,"1，用户在编辑页面输入任意内容，例如输入“1111”
2，保存内容
3，点击右上角“分享”按钮
4，打开公开链接共享
5，复制公开链接的网址
6，点击完成
7，浏览器新建窗口，输入刚刚复制的网址链接
8，点击共享的文件
9，共享的文件是空白文件，无法显示用户之前编辑的内容","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396915394/1602396915394_8-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396921913/1602396921913_8-2.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396928693/1602396928693_8-3.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396934486/1602396934486_8-4.png",测试PowerPoint编辑页右上角分享功能是否正常,"1，用户进入PowerPoint编辑页面
","1，用户在编辑页面输入任意内容，例如输入“1111”
2，保存内容
3，点击右上角“分享”按钮
4，打开公开链接共享
5，复制公开链接的网址
6，点击完成
7，浏览器新建窗口，输入刚刚复制的网址链接
8，点击共享的文件",共享的文件能正常显示之前编辑的内容
5f8291854cedfd000e58859c,5f82a8034cedfd000e588c5c,用户体验,2,必现,2020/10/11 6:36,PowerPoint-设计-幻灯片大小,Powerpoint编辑页面 设计-幻灯片大小功能更改后图片也随着拉伸变换,"1，点击标准（4：3），图片被宽度被缩小
2，点击宽屏（16：9），图片被拉伸","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602398173041/1602398173041_11-2.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602398182640/1602398182640_11-3.png",测试PowerPoint设计-幻灯片大小功能是否正常,"1，用户进入PowerPoint编辑页面
2，用户插入任意图片或者形状","1，点击设计
2，点击幻灯片大小
3，点击标准（4：3）
4，点击宽屏（16：9）",幻灯片大小变化，显示正常
5f8291854cedfd000e58859c,5f82ac344cedfd000e588d90,用户体验,1,必现,2020/10/11 6:54,PowerPoint-开始-文字方向,开始-文字方向没有说明是向左旋转还是向右旋转,"1，点击所以文字旋转90°
2，文字向右旋转了90°，产品没有说明旋转方向，用户体验不好",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602399163690/1602399163690_12-1.png,测试PowerPoint开始-文字方向功能是否正常,"1，用户进入PowerPoint编辑页面
2，用户点击开始
","1，点击文字方向
2，点击所以文字旋转90°
3，点击所以文字旋转270°","1，点击所以文字旋转90°后，文字旋转90°
2，点击所以文字旋转270°后，文字旋转270°"
5f8291854cedfd000e58859c,5f82b14a4cedfd000e588f85,功能不完整,3,必现,2020/10/11 7:16,Word-其他-其他,使用键盘ctrl c，ctrl v无法复制粘贴相同格式的文字,"1，使用键盘ctrl c复制内容
2，使用键盘ctrl v粘贴内容
3，粘贴的内容格式与复制的不同
",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602400490112/1602400490112_13-1.png,测试word复制功能是否正常,1，用户进入word编辑页,"1，用户输入例如“测试”
2，""测试""字体设置为宋体，字号选择初号
3，选择“测试”，按下ctrl c
4，按下ctrl v",粘贴出的内容和格式与复制的相同
5f8291854cedfd000e58859c,5f82b34d4cedfd000e5890b4,页面布局缺陷,2,必现,2020/10/11 7:25,Word-开始-字体颜色,字体框布局显示不当,字体框布局显示不当，应该和字号相同大小,"http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401077084/1602401077084_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401077378/1602401077378_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401081633/1602401081633_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401098833/1602401098833_14-1.png",测试word字体功能是否正常,1，用户进入word编辑页,"1，点击开始
2，点击字体",显示字体
5f8291854cedfd000e58859c,5f82b3524cedfd000e5890b8,页面布局缺陷,2,必现,2020/10/11 7:25,Word-开始-字体颜色,字体框布局显示不当,字体框布局显示不当，应该和字号相同大小,"http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401077084/1602401077084_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401077378/1602401077378_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401081633/1602401081633_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401098833/1602401098833_14-1.png",测试word字体功能是否正常,1，用户进入word编辑页,"1，点击开始
2，点击字体",显示字体
5f8291854cedfd000e58859c,5f82b3e84cedfd000e589107,页面布局缺陷,2,必现,2020/10/11 7:27,Word-开始-字体颜色,word字体框大小与字号不同，用户体验不好,word字体框大小与字号不同，用户体验不好,"http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401240513/1602401240513_14-1.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401254405/1602401254405_14-1.png",测试word字体功能是否正常,1，用户进入word编辑页,"1，点击开始
2，点击字体",显示字体
5f8291854cedfd000e58859c,5f82b4814cedfd000e58916a,页面布局缺陷,2,必现,2020/10/11 7:30,Word-开始-字体颜色,word字体框大小与字号不同,word字体框大小与字号不同，页面布局缺陷，用户体验不好,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401327504/1602401327504_14-1.png,测试word字体功能是否正常,1，用户进入word编辑页,"1，点击开始
2，点击字体",显示字体
5f8291854cedfd000e58859c,5f82b9e84cedfd000e5894ec,功能不完整,3,必现,2020/10/11 7:53,EXCEL-插入-条形图,无法更改条形图标题,1，生成条形图后无法更改条形图名称,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602402790855/1602402790855_15.png,测试Excel插入条形图功能是否正常,"1，用户进入excel编辑页面
","1，用户输入任意数字
2，点击插入
3，点击条形图
4，任意选择一种条形图",显示出条形图，条形图数据可更改
5f8291854cedfd000e58859c,5f82ba924cedfd000e589564,功能不完整,3,必现,2020/10/11 7:56,EXCEL-插入-饼图,无法更改饼图标题,1，创建饼图后无法更改饼图标题，功能不完整,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602402960564/1602402960564_16.png,测试Excel插入饼图功能是否正常,"1，用户进入excel编辑页面
","1，用户输入任意数字
2，点击插入
3，点击饼图
4，任意选择一种饼图",显示出饼图，饼图数据可更改
5f8291854cedfd000e58859c,5f82baf74cedfd000e5895c6,功能不完整,3,必现,2020/10/11 7:57,EXCEL-插入-折线图,无法更改折线图标题,1，创建折线图后，无法更改折线图标题，功能不完整,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602403061805/1602403061805_16.png,测试Excel插入折线图功能是否正常,"1，用户进入excel编辑页面
","1，用户输入任意数字
2，点击插入
3，点击折线图
4，任意选择一种折线图",显示出折线图，折线图数据可更改
5f8291854cedfd000e58859c,5f82bb8a4cedfd000e58964b,功能不完整,3,必现,2020/10/11 8:00,EXCEL-插入-柱状图,无法更改柱状图标题,无法更改柱状图标题,,测试Excel插入柱形图功能是否正常,"1，用户进入excel编辑页面
","1，用户输入任意数字
2，点击插入
3，点击柱形图
4，任意选择一种柱形图",显示出柱形图，柱形图数据可更改
5f8291cf4cedfd000e58859d,5f8298894cedfd000e588732,功能不完整,4,必现,2020/10/11 5:30,PowerPoint-视图-从头开始,视图页面中从头开始按钮点击不能播放幻灯片,"1.用户成功登录系统
2.进入创建的ppt
3.点击视图
4.点击从头开始
5.无法播放幻灯片，上方显示空白",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602394236001/1602394236001_2.png,ppt从头开始按钮有效性测试,"1.用户成功登录系统
2.进入创建的ppt","1.点击视图
2.点击从头开始",从头开始播放幻灯片
5f8291cf4cedfd000e58859d,5f829a844cedfd000e5887de,页面布局缺陷,4,必现,2020/10/11 5:39,PowerPoint-视图-从当前幻灯片开始,视图页面中从当前幻灯片开始点击后不能完整显示,"1.用户成功登录
2.进入ppt
3.点击视图按钮
4.点击“从当前幻灯片开始”
5.无法正常显示完整幻灯片
",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602394747329/1602394747329_3.png,ppt从当前幻灯片开始能否正常播放测试,"1.用户成功登录
2.进入ppt
","1.点击视图按钮
2.点击“从当前幻灯片开始”",从高当前幻灯片开始播放
5f8291cf4cedfd000e58859d,5f829b8b4cedfd000e588844,功能不完整,4,必现,2020/10/11 5:43,PowerPoint-开始-格式刷,首页中点击格式刷按钮无效,"1.用户成功登录
2.进入ppt编辑页面
3.点击开始按钮
4.选中文字，点击格式刷
5.点击另一段文字
6.格式刷无效，另一段文字格式未变化",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602395006847/1602395006847_4.png,ppt开始页面格式刷有效性测试,"1.用户成功登录
2.进入ppt编辑页面","1.点击开d始按钮
2.选中文字，点击格式刷
3.点击另一段文字",新的文字设置了，点击格式刷时选择的文字的格式
5f8291cf4cedfd000e58859d,5f829cd54cedfd000e5888c9,功能不完整,2,必现,2020/10/11 5:49,PowerPoint-开始-格式刷,开始页面双击格式刷无反应,"1.用户成功登录
2.进入ppt编辑页面
3.点击开始按钮
4.选中一段文字
5.双击格式刷
6.多次点击其他文字
7.格式刷未高亮显示，无法对其他文字刷格式",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602395336442/1602395336442_5.png,ppt双击格式刷多次刷格式有效性测试,"1.用户成功登录
2.进入ppt编辑页面","1.点击开始按钮
2.选中一段文字
3.双击格式刷
4.多次点击其他文字",格式刷图标高亮显示，可多次刷格式
5f8291cf4cedfd000e58859d,5f829e9f4cedfd000e588954,功能不完整,2,必现,2020/10/11 5:56,EXCEL-开始-格式刷,开始页面双击格式化无效,"1.用户成功登录
2.进入ppt编辑页面
3.点击开始按钮
4.选中一段文字
5.双击格式刷
6.多次点击其他文字
7.格式化未高亮显示，无法刷格式",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602395797525/1602395797525_6.png,excel双击格式刷多次刷格式有效性测试,"1.用户成功登录
2.进入excel编辑页面","1.点击开始按钮
2.选中一个单元格
3.双击格式刷
4.多次点击其他单元格",格式刷图标高亮显示，可多次刷格式
5f8291cf4cedfd000e58859d,5f82a1574cedfd000e588a47,功能不完整,4,必现,2020/10/11 6:08,EXCEL-开始-其他,开始页面边框颜色设置无效,"1.用户成功登录
2.进入excel编辑页面
3.点击开始页面
4.点击边框下拉菜单
5.选择边框颜色菜单
6.任意选择一种颜色
7.设置后无效果","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396166400/1602396166400_7.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396170851/1602396170851_8.png",excel开始页面边框颜色有效性测试,"1.用户成功登录
2.进入excel编辑页面
","1.点击开始页面
2.点击边框下拉菜单
3.选择边框颜色菜单
4.任意选择一种颜色",边框也更改为选中的颜色
5f8291cf4cedfd000e58859d,5f82a2fe4cedfd000e588aac,页面布局缺陷,3,必现,2020/10/11 6:15,EXCEL-其他,表格版式页面布局大小异常,"1.用户正常登录
2.进入word编辑页面
3.插入表格
4.点击版式按钮
5.高度宽度大小异常",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602396918772/1602396918772_10.png,word表格版式页面控件显示是否正常,"1.用户正常登录
2.进入word编辑页面","1.插入表格
2.点击版式按钮",控件布局合理大小合适
5f8291cf4cedfd000e58859d,5f82a3be4cedfd000e588ae1,页面布局缺陷,3,必现,2020/10/11 6:18,Word-页面布局,页面布局控件大小异常,"1.用户成功登录
2.今日word编辑页面
3.点击页面布局
4.左右缩进、段前段后缩进控件大小异常",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602397110364/1602397110364_11.png,word页面布局合理性验证,"1.用户成功登录
2.今日word编辑页面",1.点击页面布局,页面布局合理美观
5f8291cf4cedfd000e58859d,5f82a6984cedfd000e588bde,功能不完整,4,必现,2020/10/11 6:30,PowerPoint-其他,左上角返回按钮无效,"1.用户登录成功
2.进入ppt编辑页面
3.点击左上角返回按钮
4.点击无反应",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602397777311/1602397777311_12.png,ppt左上角返回按钮有效性测试,"1.用户成功登录系统
2.进入任意ppt编辑页面",1.点击左上角返回按钮,返回上一页
5f8291cf4cedfd000e58859d,5f82a7744cedfd000e588c1a,功能不完整,4,必现,2020/10/11 6:34,Word-其他-其他,点击左上角返回按钮无效,"1.用户成功登录系统
2.今日word编辑页面
3.点击坐上返回按钮
4.点击后没有反应",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602398057379/1602398057379_13.png,word左上角返回按钮有效性测试,"1.用户登录系统
2.进入word编辑页面",1.点击左上角返回按钮,返回上一页
5f8291cf4cedfd000e58859d,5f82a83e4cedfd000e588c67,功能不完整,4,必现,2020/10/11 6:37,EXCEL-其他,excel左上角返回按钮无效,"1.用户登录系统
2.进入word编辑页面
3.点击左上角返回按钮
4.点击后无反应",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602398261485/1602398261485_14.png,excel左上角返回按钮有效性测试,"1.用户登录系统
2.进入word编辑页面",1.点击左上角返回按钮,返回上一页
5f8291cf4cedfd000e58859d,5f82a9bf4cedfd000e588cd8,功能不完整,4,必现,2020/10/11 6:44,Word-文件-下载文件,修改文件名后文件下载，下载的文件名为系统默认名称,"1.用户成功登录系统
2.进入word编辑页面
3.修改文件名
4.点击文件按钮
5.点击下载
6.修改文件名后下载的文件名称依然为系统默认名称",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602398644344/1602398644344_15.png,文件页面点击下载按钮是否正确下载,"1.用户成功登录系统
2.进入word编辑页面","1.修改文件名
2.点击文件按钮
3.点击下载",正确下载文件，文件名为修改后的文件名
5f8291cf4cedfd000e58859d,5f82aae34cedfd000e588d1c,功能不完整,4,必现,2020/10/11 6:49,PowerPoint-文件-下载文件,ppt文件下载，下载的文件名使用系统默认名，未使用修改后的文件名,"1.用户成功登录
2.进入ppt编辑页面
3.修改文件名
4.点击文件按钮
5.点击下载文件
6.下载的文件名依然为系统默认文件名",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602398937617/1602398937617_16.png,ppt文件页面下载文件文件名正确性验证,"1.用户成功登录系统
2.进入ppt编辑页面
","1.修改文件名
2.点击文件按钮
3.点击下载文件",文件名为修改后的文件名
5f8291cf4cedfd000e58859d,5f82abb54cedfd000e588d4d,功能不完整,4,必现,2020/10/11 6:52,EXCEL-文件-下载文件,excel文件下载，下载的文件名使用系统默认名，未使用修改后的文件名,"1.用户成功登良路
2.进入excel编辑页面
3.修改文件名
4.点击文件按钮
5.点击下载文件
6.文件名依然使用系统默认名，未使用修改后的文件名",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602399130871/1602399130871_17.png,excel页面文件下载文件是否使用修改后的文件名验证,"1.用户成功登录系统
2.进入excel编辑页面","1.修改文件名
2.点击文件按钮
3.点击下载文件",下载文件使用修改后的文件名
5f8291cf4cedfd000e58859d,5f82acca4cedfd000e588daf,功能不完整,4,必现,2020/10/11 6:57,PowerPoint-其他,ppt点击放映幻灯片按钮幻灯片显示不完整,"1.用户成功登录系统
2.进入ppt编辑页面
3.点击幻灯片放映按钮
4.幻灯片显示不完整",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602399422121/1602399422121_18.png,ppt点击右下角放映幻灯片按钮正确播放幻灯片验证,"1.用户成功登录系统
2.进入ppt编辑页面",1.点击右下角幻灯片放映按钮,全屏放映幻灯片
5f8291cf4cedfd000e58859d,5f82adfe4cedfd000e588de5,页面布局缺陷,2,必现,2020/10/11 7:02,PowerPoint-其他,ppt编辑视图控件大小异常,"1.用户成功登录系统
2.进入ppt编辑页面
3.查看右下角按钮布局
4.按钮大小异常",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602399723933/1602399723933_19.png,ppt编辑识图控件布局显示验证,"1.用户成功登录系统
","1.进入ppt编辑页面
2.查看右小角页面布局",页面布局合理，大小合适
5f8291cf4cedfd000e58859d,5f82b2254cedfd000e58901b,性能,5,无规律复现,2020/10/11 7:20,Word-其他,word编辑页面无法打开,"1.用户成功登录
2.打开word编辑页面
3.无法打开编辑页面",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602400791477/1602400791477_20.png,word编辑页面正常打开验证,1.用户成功登录,1.进入word编辑页面,正确进入word编辑页面
5f8291cf4cedfd000e58859d,5f82b4224cedfd000e58911c,功能不完整,3,必现,2020/10/11 7:28,Word-审阅-新建批注,新建批注用户名与账户名不匹配,"1.用户成功登录系统
2.进入word编辑页面
3.点击审阅按钮
4.点击新建批注
5.显示的用户名与账户用户民不匹配",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602401239686/1602401239686_21.png,word新建批注用户名是否正确验证,"1.用户成功登录
2.进入word编辑页面","1.点击新建批注
",用户名显示注册账户的用户名
5f8291cf4cedfd000e58859d,5f82b7c74cedfd000e589321,功能不完整,4,必现,2020/10/11 7:44,Word-引用-目录,word目录模块生成目录错误,"1.用户成功登录系统
2.进入word编辑页面
3.点击引用按钮
4.点击目录选择插入目录
5.插入目录错误
",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602402201158/1602402201158_22.png,word无法插入目录,"1.用户成功登录
2.进入word编辑页面","1.点击引用按钮
2.点击目录按钮
3.选择插入目录",插入目录信息
5f8291cf4cedfd000e58859d,5f82b98a4cedfd000e589491,功能不完整,3,必现,2020/10/11 7:51,EXCEL-插入-条形图,excel无法修改条形图信息,"1.用户正常登录
2.进入excel修改页面
3插入条形图
4.修改条形图信息
5.无法修改条形图信息
",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602402684342/1602402684342_24.png,excel条形图修改有效性验证,"1.用户正常登录
2.进入excel修改页面","1.插入条形图
2.修改条形图信息",可以修改条形图信息
5f8291cf4cedfd000e58859d,5f82ba6a4cedfd000e58953c,功能不完整,4,必现,2020/10/11 7:55,EXCEL-插入-条形图,excel插入条形图标题与数据标题不匹配,"1.用户登录成功
2.进入excel编辑页
3.输入数据
4.输入标题
5.插入条形图
6.查看标题
7.条形图标题与数据标题并不匹配",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1602402884952/1602402884952_24.png,excel条形图标题正确性验证,"1.用户正常登录
2.进入excel修改页面","1.输入数据
2.输入标题
3.插入条形图
4.查看标题",条形图标题和数据标题匹配
5f8291cf4cedfd000e58859d,5f82bbff4cedfd000e589659,功能不完整,3,必现,2020/10/11 8:02,Word-其他-其他,word复制粘贴文字未带有原文字格式,"1.用户成功登录系统
2.进入word编辑页面
3.ctrl c 复制一段带有格式的文字
4.vtrl v 粘贴
5.未带有原格式",,word复制粘贴格式有效性测试,"1.用户成功登录
2.进入word编辑页面","1.ctrl c 复制一段带有格式的文字
2.vtrl v 粘贴",粘贴的文字带有原格式
