report_id,bug_id,bug_category,severity,recurrent,bug_create_time,bug_page,title,description,img_url,test_case_name,test_case_front,test_case_behind,test_case_description
5d4e2a18c9e77c000dab1179,5d4e2c6fc9e77c000dab11ac,功能不完整,3,必现,2019/8/10 2:31,登录,登录界面用户手机号可以输入超过11位,登录界面手机号输入框，输入手机号，没有限制，可以输入超出11位的数字,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565404261882/1565404261882_Screenshot_20190810_102840.jpg,登录-手机号输入测试,无,"1、点击进入APP
2、点击手机号输入框-输入手机号20个0",输入框只能输入11位数字
5d4e2a18c9e77c000dab1179,5d4e3004c9e77c000dab120c,功能不完整,2,必现,2019/8/10 2:46,搜索,输入大量空格后，再次输入查询字符存在字数限制,"1、在搜索输入框，输入超过20个以上空格
2、然后再输入数字12345
3、点击搜索
备注：如果输入10个空格则可以完成搜索",,搜索输入框输入测试,登录,"1、点击搜索输入框
2、输入20个空格 12345
3、点击搜索",显示相应的搜索内容
5d4e2a18c9e77c000dab1179,5d4e3244c9e77c000dab124b,页面布局缺陷,2,必现,2019/8/10 2:56,个人界面-发布趣图-发布趣图,相册出现错别字,“从相测中选择”，应为“从相册中选择”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405597649/1565405597649_Screenshot_20190810_105049.jpg,更多按钮测试,"登录
","1、进入左侧个人主界面
2、点击发布趣图->点击贴上一张GIF图片
3、点击右侧更多按钮
4、观察界面",“从相测中选择”应为“从相册中选择”
5d4e2addc9e77c000dab1193,5d4e2fe0c9e77c000dab1203,功能不完整,3,必现,2019/8/10 2:45,登录,输入错误的手机号，提示验证码错误,"1.进入登录界面
2.输入错误的手机号，如""123456789""
3.点击获取验证码
4.直接提示验证码错误",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565405160741/1565405160741_4D2107D2256298865808A90A431E8601.jpg,登录模块测试,网络正常，有手机号码,"1.输入正确的手机号码，点击获取验证码，输入正确的验证码，点击登录
2.输入正确的手机号码，点击获取验证码，输入错误的验证码，点击登录
3.输入错误的手机号码，点击获取验证码
","1.收到验证码信息，成功登录app
2.收到验证码信息，提示验证码错误
3.提示手机号码错误"
5d4e2addc9e77c000dab1193,5d4e4ffbc9e77c000dab13bb,用户体验,1,无规律复现,2019/8/10 5:02,登录,登录界面没有其他登录选项,当用户没有手机号码时需要选择其他的登录方式,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565413379069/1565413379069_QQ图片20190810130241.jpg,登录模块测试,网络正常，有手机号码,"1.输入正确的手机号码，点击获取验证码，输入正确的验证码，点击登录
2.输入正确的手机号码，点击获取验证码，输入错误的验证码，点击登录
3.输入错误的手机号码，点击获取验证码
","1.收到验证码信息，成功登录app
2.收到验证码信息，提示验证码错误
3.提示手机号码错误"
5d4e2addc9e77c000dab1193,5d4e5819c9e77c000dab13fa,功能不完整,2,必现,2019/8/10 5:37,个人界面-发布趣图-发布趣图,GIF图片选择页面，没有GIF图片，却提示相册已满,"1.成功登录app
2.打开个人界面
3.点击发布趣图
4.点击""贴一张GIF图片""
5.进入GIF图片选择页面
6.没有任何图片的情况下，却提示""相册已满,请及时清理""",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565415338284/1565415338284_8B9B8E7770057F97AFFFC327907E458E.jpg,发布趣图功能模块测试,成功登录app，打开个人界面模块，手机中存有至少一张GIF图片,"1.点击发布趣图，
2.点击“贴上一张GIF图片”，选择一张GIF图片
3.点击“说点什么吧”，输入“666”
4.点击“贴上一张GIF图片”，选择一张GIF图片，点击“说点什么吧”，输入“666”
5.点击“说点什么吧”，输入“666”，点击左上角的返回图标","1.发布趣图功能模块正常打开
2.提示请说点什么吧
3.提示请选择一张GIF图片
4.用户成功发布趣图
5.提示是否保存到草稿箱"
5d4e2addc9e77c000dab1193,5d4e55e7c9e77c000dab13e9,功能不完整,4,必现,2019/8/10 5:28,个人界面-个人主页-个人主页,点击个人主页中的编辑图标会返回主界面,打开个人界面，点击个人主页，点击编辑图标，返回到主界面,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565414854949/1565414854949_56639C930E83B7E49DD2DB26AF0B3AA9.jpg,个人主页功能模块测试,成功登录app，打开个人界面模块,"1.点击个人主页
2.点击编辑图标
3.点击发布
4.点击关注
5.点击粉丝","1.个人主页正常打开，页面布局正常
2.个人信息能够编辑
3.显示发布的内容
4.跳转到关注界面，并显示关注人数和内容
5.跳转到粉丝界面，并显示粉丝人数和内容"
5d4e2addc9e77c000dab1193,5d4e569ec9e77c000dab13ef,功能不完整,3,必现,2019/8/10 5:31,个人界面-头像上传,个人头像无法修改,在个人主页中点击头像没有反应，无法修改头像,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565415061992/1565415061992_56639C930E83B7E49DD2DB26AF0B3AA9.jpg,个人主页功能模块测试,成功登录app，打开个人界面模块,"1.点击个人主页
2.点击编辑图标
3.点击发布
4.点击关注
5.点击粉丝","1.个人主页正常打开，页面布局正常
2.个人信息能够编辑
3.显示发布的内容
4.跳转到关注界面，并显示关注人数和内容
5.跳转到粉丝界面，并显示粉丝人数和内容"
5d4e2addc9e77c000dab1193,5d4e5932c9e77c000dab1405,用户体验,4,必现,2019/8/10 5:42,个人界面-个人主页-个人主页,刚刚发布的趣图时间显示为1天前,"1.成功登录app
2.打开个人界面
3.点击个人主页
4.显示发布的趣图内容和时间，但刚刚发布的趣图时间上显示为1天前",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565415748103/1565415748103_B79A9092ED53052D30F43BA0A4191BC5.jpg,个人主页功能模块测试,成功登录app，打开个人界面模块,"1.点击个人主页
2.点击编辑图标
3.点击发布
4.点击关注
5.点击粉丝","1.个人主页正常打开，页面布局正常
2.个人信息能够编辑
3.显示发布的内容
4.跳转到关注界面，并显示关注人数和内容
5.跳转到粉丝界面，并显示粉丝人数和内容"
5d4e2addc9e77c000dab1193,5d4e53a8c9e77c000dab13df,不正常退出,4,必现,2019/8/10 5:18,个人界面-简介编辑-简介编辑,编辑个人简介功能模块，出现不正常退出app,"1.打开个人界面
2.点击编辑个人简介，直接退出app",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565414330672/1565414330672_9489FFF41903B460BA385603378BB06C.jpg,编辑个人简介功能模块测试,成功登录app，打开个人界面模块,1.点击编辑个人简介,1.个人简介界面正常打开，界面布局正常
5d4e2addc9e77c000dab1193,5d4e5f41c9e77c000dab1438,功能不完整,4,小概率复现,2019/8/10 6:08,主界面-设置-GIF设置,在设置模块中，关掉自动刷新内容按钮后，重新打开应用后无法自动刷新最新内容,在设置模块中，关掉自动刷新内容按钮后，重新打开应用后无法智能刷新最新内容,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565416178694/1565416178694_2C1897BCD1A2C93210ADB345D8FF7379.jpg,设置功能模块测试,成功登录app，打开个人界面模块,"1.点击设置功能模块
2.点击GIF播放控制
3.点击GIF播放控制，关闭循环播放GIF，回到主界面并点击一个趣图
4.点击GIF播放控制，更改GIF播放速度为2倍速度，回到主界面并点击一个趣图","1.跳转至设置界面，界面显示正常
2.跳转至GIF播放控制界面，界面显示正常
3.GIF图片只播放了一次就停止播放
4.GIF图片的播放速度加快为之前的2倍"
5d4e2addc9e77c000dab1193,5d4e6297c9e77c000dab1460,功能不完整,3,大概率复现,2019/8/10 6:22,主界面-设置-常规,清理缓存提示清理失败,"1.打开个人界面
2.点击设置功能模块
3.点击清理缓存，提示缓存清理失败，再次点击清理缓存，提示没有缓存需要清理","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565418137825/1565418137825_68691AD23A547FA62515F8D495B3452F.jpg,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565418144877/1565418144877_D4B9B700118BF9F8DEC2CA5A1C61C4F0.jpg",设置功能模块测试,成功登录app，打开个人界面模块,"1.点击设置功能模块
2.点击GIF播放控制
3.点击GIF播放控制，关闭循环播放GIF，回到主界面并点击一个趣图
4.点击GIF播放控制，更改GIF播放速度为2倍速度，回到主界面并点击一个趣图","1.跳转至设置界面，界面显示正常
2.跳转至GIF播放控制界面，界面显示正常
3.GIF图片只播放了一次就停止播放
4.GIF图片的播放速度加快为之前的2倍"
5d4e31afc9e77c000dab122d,5d4e3962c9e77c000dab12c6,功能不完整,3,必现,2019/8/10 3:26,登录,首次登录-填写昵称为空提示不准确,第一次登录需要填写昵称，如果不输入任何内容点击继续，正常会提示昵称不能为空，可实际上提示的是昵称长度太短,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565407573068/1565407573068_DB45C824D0DB036903158FCCEF6A75A0.jpg,首次登录---填写昵称3,打开趣享GIF,"1、打开趣享GIF应用软件
2、点击登录
3、选择登录方式
4、使用所选的登录方式登录
5、不输入任何内容，点击继续",提示昵称不能为空
5d4e31afc9e77c000dab122d,5d4e3b54c9e77c000dab12df,功能不完整,5,必现,2019/8/10 3:34,登录,无注册功能,无注册功能,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565408083173/1565408083173_DB45C824D0DB036903158FCCEF6A75A0.jpg,注册,打开趣享GIF,"1、点击注册
2、输入信息之后点击确定",注册成功
5d4e31afc9e77c000dab122d,5d4e3cccc9e77c000dab12f4,功能不完整,3,必现,2019/8/10 3:41,登录,登录--获取验证码无提示信息,输入正确的手机号，点击获取验证码，无任何验证码发送成功提示信息,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565408459171/1565408459171_DB45C824D0DB036903158FCCEF6A75A0.jpg,登录--获取验证码无提示信息,打开趣享GIF,"1、输入正确的手机号
2、点击获取验证码
3、点击登录","1、提示验证码已发送
2、手机接收到验证码，输入之后登录成功"
5d4e31afc9e77c000dab122d,5d4e3f10c9e77c000dab1323,不正常退出,4,必现,2019/8/10 3:50,个人界面-简介编辑-简介编辑,个人中心---点击编辑个人简介被强行弹出该应用到手机桌面,点击编辑个人简介被强行弹出该应用到手机桌面介,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565409007122/1565409007122_DB45C824D0DB036903158FCCEF6A75A0.jpg,个人中心---编辑个人简介,打开趣享GIF,"1、点击左上角的个人中心
2、点击编辑个人简介
3、编辑信息
4、点击确定",个人简介编辑成功
5d4e31afc9e77c000dab122d,5d4e415cc9e77c000dab133b,性能,4,必现,2019/8/10 4:00,个人界面-发布趣图-发布趣图,编辑草稿箱--发布趣图-GIF相册中无图片却提示“您的相册已满，建议以适清理”,发布趣图-GIF相册中无图片却提示“您的相册已满，建议以适清理”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565409625662/1565409625662_DB45C824D0DB036903158FCCEF6A75A0.jpg,编辑草稿箱--发布趣图,打开趣享GIF,"1、点击个人中心得草稿箱
2、点击右下角的编辑按钮
3、选择一张GIF图片
4、填写相关简介
5、点击右上角得发布按钮",提示发布成功
5d4e31afc9e77c000dab122d,5d4e42c9c9e77c000dab1348,页面布局缺陷,2,必现,2019/8/10 4:06,个人界面-发布趣图-发布趣图,相册出现错别字---点击从相测中选择--也提示“您的相册已满，建议及时清理”,“从相测中选择”，应为“从相册中选择”，即使点击从相测中选择--也提示“您的相册已满，建议及时清理”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565409954439/1565409954439_DB45C824D0DB036903158FCCEF6A75A0.jpg,编辑草稿箱--发布趣图,打开趣享GIF,"1、点击个人中心得草稿箱
2、点击右下角的编辑按钮
3、选择一张GIF图片
4、填写相关简介
5、点击右上角得发布按钮",提示发布成功
5d4e31afc9e77c000dab122d,5d4e444dc9e77c000dab1358,用户体验,2,必现,2019/8/10 4:13,主界面-设置,设置中用户协议---出现错别字,设置中的用户协议写成了用户斜逸,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565410351068/1565410351068_DB45C824D0DB036903158FCCEF6A75A0.jpg,在设置中查看用户协议,打开趣享GIF,"1、点击主机面
4、点击设置
3、点击用户协议",成功查看用户协议
5d4e31afc9e77c000dab122d,5d4e4cb3c9e77c000dab1387,功能不完整,3,必现,2019/8/10 4:48,个人界面-头像上传,无法修改个人头像,点击头像，无法修改个人头像,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565412524393/1565412524393_DB45C824D0DB036903158FCCEF6A75A0.jpg,修改个人头像,打开趣享GIF,"1、进入个人中心页面
2、点击头像
3、选择图片
4、点击确定",头像修改成功
5d4e31afc9e77c000dab122d,5d4e4ed1c9e77c000dab13b1,用户体验,2,必现,2019/8/10 4:57,查看趣图-评论-编辑评论,发表评论---发布成功却提示发表评论失败,发表评论---发布成功却提示发表评论失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565413041234/1565413041234_DB45C824D0DB036903158FCCEF6A75A0.jpg,发表评论---发布成功却提示发表评论失败,打开趣享GIF,"1、选择一个趣图
2、点击评论
3、输入评论信息
4、发布",发布成功
5d4e31afc9e77c000dab122d,5d4e510dc9e77c000dab13cf,功能不完整,2,必现,2019/8/10 5:07,主界面-设置-常规,在设置中清理缓存----清理成功却提示清理缓存失败,在设置中清理缓存----清理成功却提示清理缓存失败,"http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565413583562/1565413583562_DB45C824D0DB036903158FCCEF6A75A0.jpg,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565413592344/1565413592344_QQ图片20190810130603.jpg",在设置中清理缓存----清理成功却提示清理缓存失败,打开趣享GIF,"1、点击个人中心页面
2、点击设置
3、点击清理缓存
4、点击确定删除",提示清理缓存成功
5d4e31afc9e77c000dab122d,5d4fb8aac9e77c000dab18b5,功能不完整,4,必现,2019/8/11 6:41,搜索-热门-热门,搜索内容----搜索内容给的范围太小,如果输入的内容是：山东省青岛市胶州市*****村2222222号张某某某某某，本应该提示搜索是否成功，却提示搜索内容不能超过10个字符,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565505692489/1565505692489_QQ图片20190811144110.jpg,搜索内容,打开趣享GIF,"点击搜索框按钮
输入内容：山东省青岛市胶州市*****村2222222号张某某某某某",提示所有成功或内容不存在
5d4e31afc9e77c000dab122d,5d4fc2dcc9e77c000dab1905,用户体验,4,必现,2019/8/11 7:25,主界面-世界-世界,在世界模块---一次至多发一条评论或直接提示发表评论失败,在世界模块---一次至多发一条评论或直接提示发表评论失败。即使发表成功也提示发表评论失败，在发送则直接发送不出去，提示评论发表失败，再查看该趣图之后可以看到第二次发送的评论信息,"http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565508086449/1565508086449_QQ图片20190811151520.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565508258407/1565508258407_QQ图片20190811144110.jpg",发表评论,打开趣享GIF,"1、选择一个趣图
2、点击评论
3、输入评论信息
4、发布",发布成功
5d4e31afc9e77c000dab122d,5d4fc410c9e77c000dab190f,用户体验,4,必现,2019/8/11 7:30,查看趣图-评论-其他,评论时间--每次发表都至少时1天前,评论时间--每次发表都至少时1天前,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565508590704/1565508590704_QQ图片20190811151520.png,发表评论,打开趣享GIF,"1、选择一个趣图
2、点击评论
3、输入评论信息
4、发布",发布成功
5d4e3589c9e77c000dab128f,5d4e875ec9e77c000dab15f8,用户体验,3,必现,2019/8/10 8:59,主界面-关注-其他,在世界页面中关注其他用户后，进入关注页面，需要刷新才能显示此关注的用户的动态,"1、成功登录应用，默认进入世界页面
2、点击任意动态图，进入详情页面
3、点击关注
4、返回世界页面，点击进入关注页面，页面无任何信息
5、下滑页面刷新后，可显示该关注的用户的动态",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565427223322/1565427223322_1.1.jpg,在世界页面中关注其他用户后，进入关注页面查看是否有所关注的用户的动态,正常登录APP，打开世界模块,"1.点击任意动态图，进入详情页面
2、点击关注
3、返回世界页面，点击进入关注模块",显示该关注的用户的动态
5d4e3850c9e77c000dab12b2,5d4e3dcac9e77c000dab12fe,功能不完整,3,必现,2019/8/10 3:45,个人界面-头像上传-头像上传,头像无法上传,进入个人界面，点击上传头像，操作失败,,个人界面——个人头像上传,进入个人界面,点击上传个人头像,成功上传
5d4e3850c9e77c000dab12b2,5d4e3e8ec9e77c000dab1315,不正常退出,5,必现,2019/8/10 3:48,个人界面-简介编辑-简介编辑,点击编辑简介时退出系统,进入个人页面，点击编辑个人简介，退出系统,,个人界面——编辑简介,进入个人界面,点击编辑个人简介,进入编辑页面
5d4e3850c9e77c000dab12b2,5d4e64bfc9e77c000dab1482,功能不完整,4,必现,2019/8/10 6:31,个人界面-个人主页-个人主页,个人主页编辑按钮失效,进入个人主页，点击编辑按钮，跳转到世界页面,,个人主页——编辑按钮的有效性,进入个人主页,点击编辑按钮,进入相应页面
5d4e3850c9e77c000dab12b2,5d4e66aac9e77c000dab1492,功能不完整,2,必现,2019/8/10 6:39,个人界面-个人主页-个人主页,个人主页返回按钮失效,进入个人主页，点击返回按钮，跳转到主界面,,个人主页——返回按钮的有效性,进入个人主页,点击返回按钮,成功返回个人界面
5d4e45b5c9e77c000dab1360,5d4e54a2c9e77c000dab13e3,性能,4,必现,2019/8/10 5:22,主界面-关注-其他,多次登陆发布内容时间显示异常,"当天发布的内容，
使用同一手机号多次登陆后，当天发布的内容，时间显示为
43天前，重复登陆的次数越多 ，显示的已发布时间越久",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565414524224/1565414524224_发布时间.png,多次登陆发布内容时间测试,正常登陆趣享GIF ，发布过内容或关注过其他用户，关注界面存在内容。,"（以下测试操作在同一天）
1.使用手机号和验证码登陆趣享GIFapp。
2.点击发布按钮，发布GIF动图用于测试。
3.退出应用。
4.再次使用同一手机号重新发布验证码登陆趣享app。
5.点击关注按钮跳转至关注界面，查看之前发布内容时间
6.退出应用。
7.重复4-6步。","1.趣享GIFapp 正常打开。
2.趣享GIF app能够正常发布内容
3.关注界面可以正常加载、显示关注及发布内容。
4.当天发布内容的时间，在多次登陆之后应显示为“今天”。"
5d4e45b5c9e77c000dab1360,5d4e980ac9e77c000dab1665,页面布局缺陷,2,必现,2019/8/10 10:10,个人界面-发布趣图-发布趣图,手机中不存在GIF图片 ，应用却提示“您的相册已满，请及时清理”,对于手机中不存在 GIF图片情况， 发布趣图界面 ，提示“您的相册已满，建议及时清理”,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565431791770/1565431791770_相册.png,对于手机GIF储存提示测试,手机中不存在GIF动图，趣享GIFapp能够正常启动。,"1.通过手机号、验证码启动趣享GIFapp。
2.点击发布按钮进入发布趣图界面。
3.点击上半部分 “添加一张GIF图片”。","1.趣享GIFapp正常启动。
2.正常跳转至发布趣图界面。
3.点击“添加一张GIF图片”跳转至GIF相册界面，提示用户“手机中还没有GIF图片”。（前置条件为手机中不存在GIF图片）"
5d4e45b5c9e77c000dab1360,5d4e9c77c9e77c000dab1681,功能不完整,3,必现,2019/8/10 10:29,主界面-关注-其他,发布评论时间显示不正确,当天发布的评论，发布时间显示为1天前,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565432914103/1565432914103_评论时间.png,评论信息显示及提示测试,能够正常启动趣享GIFapp，能够打开评论界面，,"1.通过手机号、验证码正常登陆趣享GIF app。
2.进入关注界面。
3.选择GIF图片进行评论。","1.正常登陆app。
2.正常跳转至关注界面。
3.能够正常发表评论。
4.已发布的评论信息显示正常。"
5d4e45b5c9e77c000dab1360,5d4e9d41c9e77c000dab1688,页面布局缺陷,3,必现,2019/8/10 10:32,主界面-关注-其他,评论发布成功提示显示评论信息发布失败,当前发布的评论已经显示在评论界面，趣享GIF 应用提示发布信息失败,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565433146654/1565433146654_评论提示.png,评论信息显示及提示测试,能够正常启动趣享GIFapp，能够打开评论界面，,"1.通过手机号、验证码正常登陆趣享GIF app。
2.进入关注界面。
3.选择GIF图片进行评论。","1.正常登陆app。
2.正常跳转至关注界面。
3.能够正常发表评论。
4.已发布的评论信息显示正常。"
5d4e45b5c9e77c000dab1360,5d4ea049c9e77c000dab16a9,用户体验,2,必现,2019/8/10 10:45,查看趣图-评论-编辑评论,"删除评论，却提示""确定删除图片吗""","1.正常登陆趣享GIFapp。
2.点击任意趣图进行查看。
3.点击评论按钮跳转至评论界面。
4.对自己已有的评论进行编辑。
5.点击删除，应用提示“是否删除这张图片”。（注：此时评论为文字评论）

",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565433527824/1565433527824_QQ截图20190810115811.png,评论信息显示及提示测试,能够正常启动趣享GIFapp，能够打开评论界面，,"1.通过手机号、验证码正常登陆趣享GIF app。
2.进入关注界面。
3.选择GIF图片进行评论。","1.正常登陆app。
2.正常跳转至关注界面。
3.能够正常发表评论。
4.已发布的评论信息显示正常。"
5d4e45b5c9e77c000dab1360,5d4ea6eac9e77c000dab16d9,不正常退出,5,必现,2019/8/10 11:13,个人界面-简介编辑-简介编辑,编辑个人信息异常退出,"1.正常登陆进入趣享GIFapp
2.右滑进入个人界面
3.点击编辑个人简介，应用异常退出。","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565435501961/1565435501961_个人简介退出.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565435590987/1565435590987_个人界面.png",个人界面测试,正常登陆趣享GIFapp，能够正常进入个人界面，新用户还未对个人信息进行编辑,"1.正常登陆趣享GIFapp。
2.右滑进入个人界面。
3.点击编辑个人简介。","1.能够正常登陆趣享GIFapp。
2.右滑跳转至个人界面。
3.点击编辑个人简介界面，能够对个人信息进行编辑。"
5d4e45b5c9e77c000dab1360,5d4eb6e2c9e77c000dab1727,页面布局缺陷,2,必现,2019/8/10 12:21,主界面-设置,设置页面用户协议出现错别字,"1.登陆趣享app，进入主界面。
2.右滑进入个人界面。
3.点击设置按钮，应用跳转至设置页面。
4.设置界面“用户斜逸”出现错别字，应为用户协议。",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565439678858/1565439678858_设置.png,设置界面测试,能够正常登陆趣享GIFapp。,"1.登陆趣享GIFapp。
2.右滑进入个人界面。
3.点击设置，跳转至设置界面。","1.趣享GIFapp正常打开。
2.能够正常跳转至 个人界面，以及设置界面，且各信息显示正常。"
5d4e45b5c9e77c000dab1360,5d4ebc65c9e77c000dab174d,功能不完整,3,必现,2019/8/10 12:45,登录,使用异常手机号码获取登陆验证码提示异常,"1.打开趣享app进入登陆界面。
2.在手机号输入位置输入123456789。
3.点击获取验证码。
4.应用出现提示“验证码错误”，应提示手机号码异常
（注： 其他异常号码如 10086等 也具有相同异常发生）",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565441084575/1565441084575_登陆测试.png,错误手机号码登陆测试,已知123456789为不存的手机号码,"1.进入趣享GIFapp登陆界面。
2.在手机号码输入位置输入123456789。
3.点击获取验证码按钮。
","1.点击获取验证码后，提示手机号码不存在
2.提示登陆未成功，请确认手机号的是否存在"
5d4e45b5c9e77c000dab1360,5d4ec667c9e77c000dab1781,用户体验,3,必现,2019/8/10 13:28,主界面-设置-其他,缓存清理已经清理成功却提示缓存清理失败,"1.正常登陆趣享app。
2.在主界面油滑进入个人页面。
3.点击设置，跳转至设置界面。
4.点击缓存清理，在提示界面选择确认。
5.应用提示“清理缓存失败”。
6.再次点击缓存清理提示没有缓存可以清理。（若之前清理不成功，应存在缓存待清理）","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565442755789/1565442755789_清理缓存失败.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565443655100/1565443655100_缓存清理.png",缓存清理测试,所登陆的趣享GIF 账号缓存内容已占用一些空间，,"1.登陆趣享GIF app。
2.右滑进入个人界面。
3.点击设置。
4.点击清理缓存
5.在弹出的提示界面点击确定，清理缓存。
6.重复步骤4，5。","1.正常登录趣享GIFapp。
2.能够根据点击按钮，正常跳转至各个界面。
3.点击确认删除，若删除成功提示“已成功去清理缓存”，删除失败提示删除失败。
4.没有缓存提示，没有缓存可以清理"
5d4e45b5c9e77c000dab1360,5d4ece61c9e77c000dab17a4,功能不完整,3,必现,2019/8/10 14:02,主界面-关注-其他,评论发布内容字数超过上线点击发布提示异常,"1.登陆趣享app。
2.点击关注跳转至关注界面。
3.点击评论对关注内容进行评论，点击发送。
4.评论输入字数达到上线，点击登陆提示“未知错误”，应提示评论字数超过上限。","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565445645940/1565445645940_发布字数.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565445692970/1565445692970_发布字数过多.png",评论发布测试,能够正常登陆趣享app，对关注内容进行评论。,"1.登陆趣享app，进入主界面。
2点击关注，跳转至关注界面。
3.点击评论 ，在输入框中输入文字，直至输入文字无法显示。
4.点击发送。","1.发送文字达到上限，提示用户评论字数已达到上线。提示发布失败
2.评论字数小于等于上线，能够发布。"
5d4e45b5c9e77c000dab1360,5d4ed125c9e77c000dab17bc,用户体验,2,必现,2019/8/10 14:13,个人界面-草稿箱-编辑,草稿箱趣图发布字数达到上线没有提示,"1.打开草稿箱，点击编辑按钮
2.在编辑界面 输入大量文字
3.文字达到一定数量无法继续输入，也没有字数达到上线的提示",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565446424625/1565446424625_草稿箱发布.png,草稿箱,能够成功登陆趣享app，进入发布界面,"1.登陆趣享app。
2.进入草稿箱，点击编辑按钮。
3.不断输入字数直至达到上线。",1.字数达到上线 应用提示“发布内容字数已达到上线”。
5d4e45b5c9e77c000dab1360,5d4ed661c9e77c000dab17d8,用户体验,3,必现,2019/8/10 14:36,查看趣图-保存到手机,多次重复保存同一个动图，没有重复保存提示,"1.点击查看任意动图。
2.在右上角的按钮对图片进行保存。
3.重复保存同一各图片，应用没有用户该图片已保存，并且重复保存了n次","http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565447708296/1565447708296_重复保存.png,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565447761434/1565447761434_保存.png",多次保存动图测试,趣图GIF 应用具有手机储存权限,"1.登陆趣图app。
2.点击查看任意趣图。
3.对趣图进行保存。
4.重复3步骤，不断重复保存同意图片。","1.重复保存同一趣图提示用户该趣图已保存。
2.不再保存重复图片"
5d4e45b5c9e77c000dab1360,5d4f7216c9e77c000dab1828,功能不完整,4,必现,2019/8/11 1:40,搜索,搜索输入框输入空格无法进行查询，没有字符限制提示，没有搜索框内容为空提示,"1.在主界面点击搜索按钮，进入搜索界面。
2.输入大量空格，无字符上线提示。
3.若输入框中只有空格字符，点击搜索无法进行搜索，也无提示。",http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565487580708/1565487580708_Screenshot_20190811-093759.jpg,搜索模块功能测试1,"能够正常登陆趣享app，正常进入搜索界面
","1.登陆趣享app。
2.在主界面点击搜索按钮。
3.在输入关键字位置输入如大量空格
4.点击搜索","1.输入空格数量过多，提示输入字符达到上线。
2.点击搜索后正常搜索"
5d4e45b5c9e77c000dab1360,5d4f7bdec9e77c000dab1846,用户体验,2,必现,2019/8/11 2:22,查看趣图-查看-查看,若动图背景为白色会掩盖右上角设置按钮,1.查看背景为白色的动图，有上角的设置按钮显示不出来。影响用户使用。,http://mooctest-site.oss-cn-shanghai.aliyuncs.com//app/1565490131987/1565490131987_背景白色.png,动图发布测试,"手机中存在一张背景颜色为白色的GIF格式图片
趣享app 发布功能正常","1.主界面中点击右下角的发布按钮。
2.点击“添加一张GIF图片”，选择背景为白色的图片进行添加。
3.输入文字。
4.点击发布按钮，进行发布。
5.在关注界面点击查看这张背景为白色的动图","1.能够正常查看发布动图
2.动图查看界面 各功能按钮显示、工作正常"
